,id,name,brewery_type,city,postal_code,country,longitude,latitude,phone,website_url,state,street
163,a3a1eac7-b858-4bdd-81ac-c2099b717da2,7 sisters brewing co,brewpub,san luis obispo,93401-7082,united states,-120.6706375,35.2467278,8058687133,http://www.7sistersbrewing.com,california,181 tank farm rd ste 110
164,3f3220f8-75f8-4fea-a5a4-289aa3267f11,"718brewcafe, llp",brewpub,metropolis,62960-1634,united states,-88.73129158,37.15373334,6185247180,http://www.718brewcafe.com,illinois,718 market st
165,c00f57cf-acdd-46da-9269-d182cb87a7e4,734 brewing company,micro,ypsilanti,48198,united states,-83.61103475,42.24586784,7346496453,,michigan,15 e cross st
166,66a91db6-7d2a-4d67-a720-7f924cae3571,7th settlement brewery,brewpub,dover,03820-3877,united states,-70.8728379,43.1953787,6033731001,http://www.7thsettlement.com,new hampshire,47 washington st
167,c7b3260a-b441-4dc8-958f-34c045e26f22,7th wave brewing,micro,medfield,02052-1594,united states,,,6176453397,http://www.7thwavebrewing.com,massachusetts,120 n meadows rd ste 8
168,c179a049-9988-4640-821d-ddf349cdd87e,7venth sun brewery,micro,dunedin,34698-5762,united states,,,7277333013,http://www.7venthsun.com,florida,1012 broadway
169,4679ff59-8ef6-4443-b6ec-f58232c6b7d7,7venth sun tampa,micro,tampa,33604-5660,united states,-82.4500207,27.9495902,8132315900,,florida,6809 n nebraska ave
170,c6a766f9-a187-4e5b-9519-6c737ce0cde5,8 bit brewing company,brewpub,murrieta,92562-6941,united states,-117.1762542,33.53033448,9516772322,http://www.8bitbrewerycompany.com,california,26755 jefferson ave ste f
171,eef94d73-65e8-4d94-b1de-0d4b45efe090,8-bit aleworks,micro,avondale,85323-5206,united states,,,6239251650,http://www.8-bitaleworks.com,arizona,1050 n fairway dr bldg f ste 10
173,783c5daa-ea5c-4462-836e-c2846ad3ff4e,81bay brewing company,micro,tampa,33611-3379,united states,,,8133722739,http://81baybrewco.com,florida,4465 w gandy blvd ste 600
174,187f0cfc-1433-4d8c-89c0-5b4151504a71,841 brewhouse,brewpub,whitewater,53190-2126,united states,-88.71427344,42.8323014,2624738000,,wisconsin,841 e milwaukee st
175,3055793c-9330-4fe1-958b-fef6d2a0e057,8one8 brewing company,micro,canoga park,91304-5901,united states,-118.5885323,34.2218019,8188352286,http://www.818brewing.com,california,8951 de soto ave
176,2d880e85-5b0f-447b-b1b2-5bcae8a4b130,8th street ale haus,brewpub,sheboygan,53081-3402,united states,-87.71305702,43.75674392,9202087540,http://www.sheboyganalehaus.com,wisconsin,1132 n 8th st
178,c2bc693f-906a-46a0-a5f9-82eab2d2845b,8th wonder brewery,micro,houston,77003-3519,united states,-95.3559402,29.7487783,7133970072,http://www.8thwonderbrew.com,texas,2202 dallas st
180,2b067eab-e0b0-46b6-aaea-e40a62cf632f,903 brewers,micro,sherman,75090-8725,united states,-96.60698055,33.61788732,2142438090,http://www.903brewers.com,texas,1718 s elm st
181,de6341a8-881b-4d9f-9335-5e9203e8a2c3,927 beer company,micro,cambria,93428-2434,united states,-121.0985408,35.5666725,8052035265,http://www.cambriabeerco.com,california,821 cornwall st
182,de63f5c7-c340-4095-a302-f35ab8ac7179,93 octane brewery,micro,saint charles,60174-4591,united states,-88.33362590083395,41.89885110048553,6305490332,http://www.93octanebrewery.com,illinois,1825 lincoln highway
183,b4e012c5-0f36-4d0a-a40b-cbcb29c7ceed,95ate5 brewpub,brewpub,saint john,46373,united states,-87.46380305,41.44400246,2193656506,http://www.95ate5.com,indiana,9585 n industrial dr
185,9aeccd09-8884-4f0e-93f4-c44dacd246aa,a homestead brew,micro,valley springs,57068-7309,united states,-96.49421923,43.51733014,6055535015,http://www.ahomesteadbrew.com,south dakota,26685 486th ave
187,5b627789-ff7e-4890-a7cf-24572bf547a2,aardwolf brewing company,micro,jacksonville,32207-8622,united states,-81.6545197,30.3108962,9043010755,http://www.aardwolfbrewing.com,florida,1461 hendricks ave
188,7918a6dd-08d0-4157-a841-01b20a9a7a4c,abandon brewing,micro,penn yan,14527-8938,united states,,,5852093276,http://www.abandonbrewing.com,new york,2994 merritt hill rd
189,5a7b05f9-bf7b-49a2-a1de-0c1fe01b9374,abandoned building brewery,micro,easthampton,01027-2805,united states,,,4132827062,http://www.abandonedbuildingbrewery.com,massachusetts,142 pleasant st unit 103a
190,9c7b9f2a-6deb-44a1-9b3e-f83952a4db38,abbey brewing co,contract,miami beach,33139-2441,united states,-80.1402943,25.7890381,3055388110,,florida,1115 16th st
191,9c5acc37-15fa-4838-91ee-47bf27a94777,"abbey brewing company, llc",micro,santa fe,87505,united states,-105.9465207,35.66555826,5056706802,http://www.abbeybrewing.biz,new mexico,215 w. alicante rd
192,30d8f77b-aeec-4435-a280-16bacd1b1c97,aberrant ales,brewpub,howell,48843,united states,-83.93094539,42.60773722,5175188699,http://www.aberrantales.com,michigan,219 w grand river ave
193,b161916f-3f69-4f16-8059-eef9eee6877c,abide brewing company,micro,newnan,30263-5802,united states,-84.76356641,33.40257035,6789726747,http://www.abidebrewing.com,georgia,110 werz industrial blvd ste 130
194,e2fa853c-ca91-4043-878d-0bcee9900ea3,abigaile,brewpub,hermosa beach,90254-3666,united states,-118.4048656,33.8734519,3107988227,http://abigailrestaurant.com,california,1301 manhattan ave
195,c074ba4c-0b31-4344-a85a-7930df7fb410,abita brewing co,regional,covington,70433-8651,united states,,,9858933143,http://www.abita.com,louisiana,166 barbee rd
196,f8ab9530-289b-4684-89f1-474e89f4c5ae,abjuration brewing,micro,mc kees rocks,15136-3008,united states,,,4127661668,http://www.abjurationbrewing.com,pennsylvania,644 broadway ave
197,c5f6426e-f894-4bfc-9ffb-43bc0baa0881,able baker brewing,micro,henderson,89104,united states,,,7025817742,http://www.ablebakerbrewing.com,nevada,1051 mary crest rd #k
198,e6780612-ff74-4289-8718-a229529e3ee1,able ebenezer brewing company,micro,merrimack,03054-4161,united states,-71.493705,42.851742,8442232253,http://www.ableebenezer.com,new hampshire,31 columbia cir
199,31678502-edf6-4eb0-bc10-4ede5ac279b6,able seedhouse and brewery,micro,minneapolis,55413-2773,united states,-93.2510686,44.9993934,6124054642,http://www.ablebeer.com,minnesota,1121 quincy st ne
200,00221d0f-2ed7-41d1-95b8-d8b1bfbc8b0e,abner's restaurant inc / northern michigan beer,brewpub,brohman,49312,united states,,,2316892295,,michigan,7528 n woodbridge (m37)
201,4db32843-26ff-4e73-9e24-1cb874109b24,abnormal beer company,micro,san diego,92127-1649,united states,-117.08575,33.02391,8586182463,http://abnormalbeer.co,california,16990 via tazon ste 123
202,28e05fda-77a4-4a5a-9f8a-08169ec07ce5,abolitionist ale works,brewpub,charles town,25414-1529,united states,-77.8607888,39.28867207,6812521548,http://www.abolitionistaleworks.com,west virginia,129 w washington st
203,bec6adc5-3a3b-4793-8364-c58f16e88cc8,abridged beer company,brewpub,knoxville,37919-4807,united states,-84.016459,35.932287,8658989438,http://www.abridgedbeer.com,tennessee,100 lockett rd
204,67525d30-1f18-4f03-a8ba-28a1153955eb,absolution brewing co,micro,torrance,90503-3808,united states,-118.3378601,33.8431391,3104904860,http://www.absolutionbrewingcompany.com,california,2878 columbia st
205,600f88e5-9dc9-4a41-b54e-909c292ba4bb,absolution by the sea,brewpub,la jolla,92037-4839,united states,-117.2740167,32.84083388,6192024152,,california,7536 fay ave
207,829f7243-78f3-4282-b0e8-1a5fcb10a229,accomplice beer company,brewpub,cheyenne,82001-4564,united states,-104.819296,41.130063,3076322337,http://www.accomplicebeer.com,wyoming,115 w 15th st
208,b52bfb27-345f-4add-bfc3-1b6fc67ab55b,acidulous brewing company,contract,littleton,80128-4046,united states,-105.1059543,39.5383949,3039952895,,colorado,6712 s independence st
209,7fa5779e-88df-42ab-895b-412b635498ae,acopon brewing co,micro,dripping springs,78620-5363,united states,-98.09006208,30.19269957,5128294723,http://www.acoponbrewing.com,texas,211 w mercer st
210,1a6206ad-e34b-421d-92d9-ba409cfedf82,acorn brewing,micro,edgewood,98371,united states,-122.2934912,47.23859752,2535178899,https://www.acornbeer.com/,washington,2105 meridian ave e
211,2fe1e670-d832-4ba5-b957-f86a09ee062d,acoustic ales brewing experiment,closed,san diego,92110-2006,united states,-117.1840465,32.74219079,6192992537,http://www.acousticales.com,california,1795 hancock st ste p1
212,ea7f7091-5e37-4762-bbcc-9a51702c99c1,"actual brewing company, llc",micro,columbus,43219-1837,united states,-82.9080986,39.9868523,6146363825,http://wwww.actualbeer.com,ohio,655 n james rd
213,0d0f85e7-bc2d-44fc-bf27-4f14e5d6136a,adam's northwest bistro / twin rivers brewing,brewpub,monroe,98272-1502,united states,-121.970887,47.85588471,3607944056,http://www.adamsnwbistro.com,washington,104 n lewis st
214,9ff5f718-dee7-4e69-b79c-6250de87e840,adelbert's brewery llc,micro,austin,78758-5273,united states,-97.7201589,30.3826286,5126621462,http://www.adelbertsbeer.com,texas,2314 rutland dr ste 100
215,a180c4e0-77cc-4088-951c-62192abd99d4,adirondack pub and brewery,micro,lake george,12845-1603,united states,-73.71407763,43.41850655,5186680002,http://www.adkpub.com,new york,33 canada st
216,1b7f0552-3b1a-4737-8cb4-eb8d7134d903,adirondack toboggan company microbrewery,micro,gouverneur,13642-1334,united states,-75.47489238,44.33237311,3157716313,http://www.adktoboggan.net,new york,202a w main st
217,49e805d3-70e3-4c21-81d6-d21e290ffefe,admerk corp. inc.,contract,washington,20001-6700,united states,-77.0094205,38.89742205,6172028069,http://www.paugustin.com,district of columbia,20 f st nw
218,2861f9b7-ebe4-49a5-a047-8aa0c142dbf3,adobe creek brewing company,micro,novato,94949-5718,united states,-122.5358157,38.07349982,4155064565,http://www.adobecreekbrewing.com,california,67 galli dr ste e
219,a0111777-1fe6-4c8c-864e-c2518f5d5670,adroit theory brewing company,micro,purcellville,20132-6171,united states,,,7034340553,http://www.adroit-theory.com,virginia,404 browning ct unit c
221,73e05bc6-30a9-42f5-917e-08def2fa33fa,adventure brewing co,micro,fredericksburg,22405-4552,united states,,,5402428876,http://www.adventurebrewing.com,virginia,33 perchwood dr ste 101
222,d4661358-81e2-454d-9fe2-b08ef6fc16fe,adventure south,brewpub,fredericksburg,22408-7319,united states,,,5403717799,http://www.adventurebrewing.com,virginia,3300 dill smith dr
224,6f0bba92-cc4b-49df-ad02-827b08bd7272,aero plains brewing,micro,wichita,67203-6114,united states,-97.35071131,37.68455054,3164482811,http://www.aeroplainsbrewing.com,kansas,117 n handley st
225,59b8c8b8-6850-4b24-81f0-a16a9cd87773,aeronaut brewing company,micro,somerville,02143-3224,united states,-71.1062676,42.3819723,6179874236,http://www.aeronautbrewing.com,massachusetts,14 tyler st
226,333c81a4-9bcd-4699-b28a-2c49dd696596,aftershock brewing co,micro,temecula,92590-2893,united states,-117.1485306,33.49310382,9519722256,http://www.aftershockbrewingco.com,california,28822 old town front st ste 107
227,c185b848-a69a-4d73-8a33-7b6f0db2e3fc,afterthought brewing company,micro,lombard,60148-1215,united states,-88.02234574,41.90549742,6303011615,http://afterthoughtbrewing.com,illinois,844 n ridge ave
229,3d00e6db-0f45-43a5-add5-b9455edfdccb,against the grain brewery,micro,louisville,40202-1110,united states,-85.7440377,38.2554568,5025150174,http://atgbrewery.com,kentucky,401 e main st
230,68855f86-415a-44e9-a0ab-53e6c8b10a3d,against the grain production facility,micro,louisville,40203,united states,-85.7767241,38.2658758,,,kentucky,1800 northwestern pkwy
232,f1ed5260-13cb-4f22-a4ac-0e1f7f676a12,"agrarian ales, llc",closed,eugene,97408-9220,united states,-123.1277712,44.18922784,5416323803,http://www.agales.com,oregon,31115 w crossroads ln
233,685be3dc-20b8-434d-880c-d7aabac5bfc0,ahnapee brewery,micro,algoma,54201-9501,united states,-87.43645394436277,44.60761365888498,9202178527,http://www.ahnapeebrewery.com,wisconsin,n9153 cherry tree rd apt 4
234,b9f4f532-15df-4a50-b15e-e5cd5d41977b,aigean ales,micro,manchester,03101-1165,united states,-71.46899187,42.9899594,6035188550,,new hampshire,250 commercial st ste 2001
235,dfec4bba-cfbc-4562-b6be-f0563f51821a,aiken brewing co,brewpub,aiken,29801-3848,united states,-81.7228141,33.5603084,8035020707,http://www.aikenbrewingcompany.com,south carolina,140 laurens st sw
236,f4c592ed-4c20-4b87-bb35-64f894a6cc6b,airline brewing company,micro,amherst,04428,united states,-68.3677435,44.8329462,2075842337,http://www.abcmaine.beer,maine,22 mill ln
237,9737bf0c-b29e-49d7-9778-3951072eb147,airways brewing co,micro,kent,98031-1910,united states,-122.2391026,47.4119802,2532001707,http://www.airwaysbrewing.com,washington,8611 s 212th st
238,d9578437-2aa8-45ab-97f2-cf6f7074d9af,airways brewing co. bistro & beer garden,brewpub,kent,98032,united states,-122.235649,47.382498,2532368632,http://airwaysbrewing.com/bistro-beer-garden/,washington,320 w harrison st
239,828ee507-7142-4c7c-9f0b-82964d4195d0,akademia brewing company,brewpub,athens,30606-0600,united states,-83.47153754,33.94270289,7064613208,http://www.akademiabc.com,georgia,150 crane dr
240,f767a00f-fbd9-4d31-abe6-902149c0158a,akasha brewing company,micro,louisville,40206-1688,united states,,,5027427770,http://www.akashabrewing.com,kentucky,909 e market st ste 700
241,d4f4e76b-b971-4dcb-8a9b-d6c36a3e8c22,akronym brewing llc,micro,akron,44308,united states,-81.51645882,41.08512193,3306208274,http://www.akronymbrewing.com,ohio,58 e market st
243,39e91766-af3e-4074-9d49-26ca621e45dc,al. ringling brewing co,micro,baraboo,53913-2513,united states,-89.74483177323495,43.471751392446656,6084484013,http://www.alringlingbrewingco.com,wisconsin,623 broadway st
244,b7db853a-e8aa-430f-84c8-d49b72184d01,alameda brewing co,micro,portland,97202-4787,united states,-122.6412495,45.48882655,5034609025,,oregon,4736 se 24th ave
245,07ad4030-fb5b-4eb7-9b28-d7f5556b145d,alameda brewing co,micro,portland,97213-1724,united states,-122.6136209,45.54849565,5034609025,http://www.alamedabrewing.com,oregon,4765 ne fremont st
246,6fbd1118-ceea-4be9-a784-45dd623f16f0,alameda island brewing company,micro,alameda,94501-1416,united states,-122.2394506,37.76833631,5102178885,http://www.alamedaislandbrewingcompany.com,california,1716 park st
247,edf1c0fb-cce0-44ec-8d98-dd4778e2d533,alamo beer co,micro,san antonio,78202-1909,united states,-98.4771638,29.42902321,2108725589,http://www.alamobeer.com,texas,415 burnet st
248,4f79f427-8214-4048-8636-63cef96b33da,alarmist brewing co,micro,chicago,60646-6072,united states,,,7739882536,http://alarmistbrewing.com,illinois,4055 w peterson ave ste rear
249,aa3c4d60-4fb2-49e2-980c-6a61672d90cb,alaro craft brewery,brewpub,sacramento,95811,united states,-121.4811835,38.57323961,9164367711,http://www.alarobrewing.com,california,2004 capitol ave
250,d065903f-f9fc-4e4c-a64d-9b69905431b5,alaskan brewing co.,regional,juneau,99801-9540,united states,-134.4918763,58.35681231,9077805866,http://www.alaskanbeer.com,alaska,5429 shaune dr
251,d188560a-fd0d-4a44-9e4b-11aab9db8205,albia brewing co,brewpub,albia,52531-2032,united states,-92.8073711,41.02718903,6419324085,http://www.albiabrewingcompany.blogspot.com,iowa,11 benton ave e
252,4c8a98d1-1012-4814-82a5-20c68b131442,albion malleable brewing company,brewpub,albion,49224,united states,-84.7532755,42.2423188,5173432202,http://www.albionmalleable.com,michigan,420 s superior st
254,ec26cd9a-540f-4f23-b030-670115eed645,alcatraz brewing,micro,palm coast,32137-2743,united states,-81.19287028,29.61781196,3866278909,http://www.alcatraz.beer,florida,20 ocean vista ln
256,091edbcc-f9fc-484e-9c04-c18ed505e2ac,alchemist cannery,regional,waterbury,05676-9003,united states,,,8022447744,http://www.alchemistbeer.com,vermont,35 crossroad
257,8135f18c-0c31-4b4d-bb22-84eccf498e9c,aldus brewing company,micro,hanover,17331-3936,united states,-76.98030009,39.79422185,7176342407,http://www.aldusbrewing.com,pennsylvania,555 centennial ave
258,c812aa3f-208b-49e2-a1e6-96cae8943605,ale asylum,regional,madison,53704-4024,united states,-89.35416285,43.12046815,6086633926,http://www.aleasylum.com,wisconsin,2002 pankratz st
260,13f19f47-cac4-44df-b4f3-728e4dcde6c5,ale industries,micro,oakland,94601-2960,united states,-122.2281897,37.7761111,9254705280,http://www.aleindustries.com,california,3096 e 10th st
261,148e8fb4-4977-4ba8-8fa6-1133a56198d4,ale republic,micro,cedar crest,87008,united states,,,5052812828,http://www.alerepublic.com,new mexico,28 arroyo seco
262,797c9175-fb51-44d3-ad4b-d46b42367fdc,ale spike,closed,stanwood,98292,united states,,,,http://www.alespike.com,washington,9300 271st st nw ste b-5
263,ea06694a-32f8-4026-b22e-aeb880848b4d,ale spike brewery,micro,camano island,98282,united states,-122.4381311,48.25785496,3609392434,http://www.alespike.com,washington,1244 n moore rd unit i-1
264,1170049c-c20d-43c8-9475-0a42599f144c,aleman brewing,micro,chicago,60641-4434,united states,-87.74301213,41.94087994,8123404198,http://www.alemanchicago.com,illinois,3304 n knox ave
266,31746e2a-3704-458f-8235-437f53d5afe1,alesatian brewing co.,brewpub,winchester,22601-4715,united states,-78.16559208,39.18446446,5406672743,http://www.alesatianbrewing.com,virginia,21 n loudoun st
267,f8097dbc-c8e6-4068-9540-5c4bd4ac0bcf,alesmith brewing co,regional,san diego,92126-4200,united states,-117.1495496,32.88858458,8585499888,http://www.alesmith.com,california,9990 alesmith ct
268,40093c50-b89d-443f-9ac7-b24a000d8f48,alesong brewing and blending,micro,eugene,97402-2950,united states,-123.2384193,43.85285684,5419723303,http://www.alesongbrewing.com,oregon,1000 conger st ste c
269,f15f6ebf-0d80-4e6b-ad38-fb0ca9f3d3ed,alesong brewing and tasting room,micro,eugene,97402,united states,-123.2384193,43.85285684,5419723303,http://www.alesongbrewing.com,oregon,1000 conger unit c
270,e4148f94-4ce9-4fd2-9b05-faabdcca2b09,alewerks brewing company,micro,williamsburg,23188-2185,united states,,,7572203670,http://www.alewerks.com,virginia,197 ewell rd
271,ed3ea3ae-04d3-4356-ab96-a74514992a50,alewife brewing company,brewpub,long island city,11101-5879,united states,-73.95625257,40.74232214,7189377494,http://www.alewife.beer,new york,514 51st ave
272,5860a6e0-1bf6-4334-8797-e5668fc22db0,alexandria brewing company,micro,alexandria,41001-1454,united states,,,8596946999,http://www.alexandriabrewingcompany.com,kentucky,7926 alexandria pike ste 1
274,083b7953-133d-453f-ada0-2b3541d1931c,alibi ale works,micro,incline village,89451-9456,united states,-119.9537117,39.24819328,7752987001,http://www.alibialeworks.com,nevada,204 e enterprise st
